Bundesland;Gemeindeschluessel;Gemeinde;Gemarkung;Gemarkungsnummer
BW;08337039;Grafenhausen;Staufen;086772
BW;08336105;Grenzach-Wyhlen;Grenzach;087400
BW;08336105;Grenzach-Wyhlen;Wyhlen;087401
BW;08425050;Griesingen;Griesingen;088400
BW;08417023;Grosselfingen;Grosselfingen;087930
BW;08116022;Großbettlingen;Großbettlingen;081895
BW;08118021;Großbottwar;Großbottwar;080925
BW;08118021;Großbottwar;Hof und Lembach;080926
BW;08118021;Großbottwar;Winzerhausen;080927
BW;08119024;Großerlach;Grab;081186
BW;08119024;Großerlach;Großerlach;081185
BW;08128045;Großrinderfeld;Gerchsheim;080051
BW;08128045;Großrinderfeld;Großrinderfeld;080050
BW;08128045;Großrinderfeld;Ilmspan;080052
BW;08128045;Großrinderfeld;Schönfeld;080053
BW;08117028;Gruibingen;Gruibingen;082195
BW;08425052;Grundsheim;Grundsheim;088530
BW;08237032;Grömbach;Grömbach;084385
BW;08436039;Grünkraut;Grünkraut;089620
BW;08128047;Grünsfeld;Grünsfeld;080075
BW;08128047;Grünsfeld;Grünsfeldhausen;080076
BW;08128047;Grünsfeld;Krensheim;080077
BW;08128047;Grünsfeld;Kützbrunn;080078
BW;08128047;Grünsfeld;Paimar;080079
BW;08128047;Grünsfeld;Zimmern;080080
BW;08136027;Gschwend;Altersberg;082311
BW;08136027;Gschwend;Frickenhofen;082312
BW;08136027;Gschwend;Gschwend;082310
BW;08436040;Guggenhausen;Guggenhausen;089380
BW;08315047;Gundelfingen;Gundelfingen;085340
BW;08315047;Gundelfingen;Wildtal;085341
BW;08125039;Gundelsheim;Bachenau;080646
BW;08125039;Gundelsheim;Gundelsheim;080645
BW;08125039;Gundelsheim;Höchstberg;080647
BW;08125039;Gundelsheim;Obergriesheim;080648
BW;08125039;Gundelsheim;Tiefenbach;080649
BW;08327020;Gunningen;Gunningen;086310
BW;08317039;Gutach (Schwarzwaldbahn);Gutach;084990
BW;08316014;Gutach im Breisgau;Bleibach;085201
BW;08316014;Gutach im Breisgau;Gutach;085200
BW;08316014;Gutach im Breisgau;Siegelau;085202
BW;08426135;Gutenzell-Hürbel;Gutenzell;088860
BW;08426135;Gutenzell-Hürbel;Hürbel;088861
BW;08415971;Gutsbezirk Münsingen;Gutsbezirk Münsingen;087840
BW;08115015;Gärtringen;Gärtringen;081575
BW;08115015;Gärtringen;Rohrau;081576
BW;08115016;Gäufelden;Nebringen;081660
BW;08115016;Gäufelden;Tailfingen;081662
BW;08115016;Gäufelden;Öschelbronn;081661
BW;08136024;Göggingen;Göggingen;082360
BW;08117026;Göppingen;Faurndau;082051
BW;08117026;Göppingen;Göppingen;082050
BW;08117026;Göppingen;Hohenstaufen;082052
BW;08117026;Göppingen;Lenglingen;082053
BW;08117026;Göppingen;Maitis;082054
BW;08337038;Görwihl;Engelschwand;086851
BW;08337038;Görwihl;Görwihl;086850
BW;08337038;Görwihl;Hartschwand;086852
BW;08337038;Görwihl;Niederwihl;086853
BW;08337038;Görwihl;Oberwihl;086854
BW;08337038;Görwihl;Rotzingen;086855
BW;08337038;Görwihl;Rüßwihl;086856
BW;08337038;Görwihl;Segeten;086857
BW;08337038;Görwihl;Strittmatt;086858
BW;08125038;Güglingen;Eibensbach;080891
BW;08125038;Güglingen;Frauenzimmern;080892
BW;08125038;Güglingen;Güglingen;080890
BW;08326020;Gütenbach;Gütenbach;086100
BW;08435018;Hagnau am Bodensee;Hagnau;089870
BW;08417025;Haigerloch;Bittelbronn;087861
BW;08417025;Haigerloch;Gruol;087862
BW;08417025;Haigerloch;Haigerloch;087860
BW;08417025;Haigerloch;Hart;087863
BW;08417025;Haigerloch;Imnau;087864
BW;08417025;Haigerloch;Owingen;087865
BW;08417025;Haigerloch;Stetten;087866
BW;08417025;Haigerloch;Trillfingen;087867
BW;08417025;Haigerloch;Weildorf;087868
BW;08235032;Haiterbach;Beihingen;084321
BW;08235032;Haiterbach;Haiterbach;084320
BW;08235032;Haiterbach;Oberschwandorf;084322
BW;08235032;Haiterbach;Unterschwandorf;084323
BW;08215029;Hambrücken;Hambrücken;083430
BW;08225032;Hardheim;Bretzingen;082641
BW;08225032;Hardheim;Dornberg;082642
BW;08225032;Hardheim;Erfeld;082643
BW;08225032;Hardheim;Gerichtstetten;082644
BW;08225032;Hardheim;Hardheim;082640
BW;08225032;Hardheim;Rütschdorf;082645
BW;08225032;Hardheim;Schweinberg;082646
BW;08225032;Hardheim;Vollmersdorf;082647
BW;08325024;Hardt;Hardt;085865
BW;08125111;Hardthausen am Kocher;Gochsen;080655
BW;08125111;Hardthausen am Kocher;Kochersteinsfeld;080656
BW;08125111;Hardthausen am Kocher;Lampoldshausen;080657
BW;08315048;Hartheim am Rhein;Bremgarten;085531
BW;08315048;Hartheim am Rhein;Feldkirch;085532
BW;08315048;Hartheim am Rhein;Hartheim;085530
BW;08336034;Hasel;Hasel;087265
BW;08317040;Haslach im Kinzigtal;Bollenbach;084961
BW;08317040;Haslach im Kinzigtal;Haslach;084960
BW;08117029;Hattenhofen;Hattenhofen;082125
BW;08317041;Hausach;Einbach;084981
BW;08317041;Hausach;Hausach;084980
BW;08425055;Hausen am Bussen;Hausen;088495
BW;08417029;Hausen am Tann;Hausen;088035
BW;08336036;Hausen im Wiesental;Hausen;087245
BW;08327023;Hausen ob Verena;Hausen;086290
BW;08415034;Hayingen;Anhausen;087811
BW;08415034;Hayingen;Ehestetten;087812
BW;08415034;Hayingen;Hayingen;087810
BW;08415034;Hayingen;Indelhausen;087813
BW;08415034;Hayingen;Münzdorf;087814
BW;08225033;Haßmersheim;Haßmersheim;082910
BW;08225033;Haßmersheim;Neckarmühlbach;082911
BW;08417031;Hechingen;Bechtoldsweiler;087891
BW;08417031;Hechingen;Beuren;087892
BW;08417031;Hechingen;Boll;087893
BW;08417031;Hechingen;Hechingen;087890
BW;08417031;Hechingen;Schlatt;087894
BW;08417031;Hechingen;Sickingen;087895
BW;08417031;Hechingen;Stein;087896
BW;08417031;Hechingen;Stetten;087897
BW;08417031;Hechingen;Weilheim;087898
BW;08226027;Heddesbach;Heddesbach;083005
BW;08226028;Heddesheim;Heddesheim;082955
BW;08221000;Heidelberg;Heidelberg;083320
BW;08135019;Heidenheim an der Brenz;Großkuchen;082551
BW;08135019;Heidenheim an der Brenz;Heidenheim;082550
BW;08121000;Heilbronn;Biberach;080911
BW;08121000;Heilbronn;Böckingen;080912
BW;08121000;Heilbronn;Frankenbach;080913
BW;08121000;Heilbronn;Heilbronn;080910
BW;08121000;Heilbronn;Horkheim;080914
BW;08121000;Heilbronn;Kirchhausen;080915
BW;08435020;Heiligenberg;Hattenweiler;089741
BW;08435020;Heiligenberg;Heiligenberg;089740
BW;08435020;Heiligenberg;Wintersulgen;089742
BW;08226029;Heiligkreuzsteinach;Heiligkreuzsteinach;083000
BW;08226029;Heiligkreuzsteinach;Lampenhain;083001
BW;08236025;Heimsheim;Heimsheim;083990
BW;08117030;Heiningen;Heiningen;082115
BW;08315050;Heitersheim;Gallenweiler;085551
BW;08315050;Heitersheim;Heitersheim;085550
BW;08226106;Helmstadt-Bargen;Bargen;083170
BW;08226106;Helmstadt-Bargen;Flinsbach;083171
BW;08226106;Helmstadt-Bargen;Helmstadt;083172
BW;08118027;Hemmingen;Hemmingen;081145
BW;08226031;Hemsbach;Hemsbach;082935
BW;08437044;Herbertingen;Herbertingen;089170
BW;08437044;Herbertingen;Hundersingen;089171
BW;08437044;Herbertingen;Marbach;089172
BW;08437044;Herbertingen;Mieterkingen;089173
BW;08316017;Herbolzheim;Bleichheim;085051
BW;08316017;Herbolzheim;Broggingen;085052
BW;08316017;Herbolzheim;Herbolzheim;085050
BW;08316017;Herbolzheim;Tutschfelden;085053
BW;08316017;Herbolzheim;Wagenstadt;085054
BW;08135020;Herbrechtingen;Bissingen;082586
BW;08135020;Herbrechtingen;Bolheim;082587
BW;08135020;Herbrechtingen;Hausen;082588
BW;08135020;Herbrechtingen;Herbrechtingen;082585
BW;08437124;Herdwangen-Schönach;Großschönach;089260
BW;08437124;Herdwangen-Schönach;Herdwangen;089261
BW;08437124;Herdwangen-Schönach;Oberndorf;089262
BW;08135021;Hermaringen;Hermaringen;082605
BW;08425139;Heroldstatt;Ennabeuren;088270
BW;08425139;Heroldstatt;Sontheim;088271
BW;08115021;Herrenberg;Gültstein;081641
BW;08115021;Herrenberg;Haslach;081642
BW;08115021;Herrenberg;Herrenberg;081640
BW;08115021;Herrenberg;Kayh;081643
BW;08115021;Herrenberg;Kuppingen;081644
BW;08115021;Herrenberg;Mönchberg;081645
BW;08115021;Herrenberg;Oberjesingen;081646
BW;08337049;Herrischried;Großherrischwand;087001
BW;08337049;Herrischried;Herrischried;087000
BW;08337049;Herrischried;Hogschür;087002
BW;08337049;Herrischried;Hornberg;087003
BW;08337049;Herrischried;Niedergebisbach;087004
BW;08337049;Herrischried;Rütte;087005
BW;08337049;Herrischried;Wehrhalden;087006
BW;08118028;Hessigheim;Hessigheim;080955
BW;08437047;Hettingen;Hettingen;088990
BW;08437047;Hettingen;Inneringen;088991
BW;08136028;Heubach;Heubach;082480
BW;08136028;Heubach;Lautern;082481
BW;08136029;Heuchlingen;Heuchlingen;082465
BW;08315051;Heuweiler;Heuweiler;085335
BW;08115022;Hildrizhausen;Hildrizhausen;081620
BW;08335035;Hilzingen;Binningen;086581
BW;08335035;Hilzingen;Hilzingen;086580
BW;08335035;Hilzingen;Riedheim;086582
BW;08335035;Hilzingen;Schlatt;086583
BW;08335035;Hilzingen;Weiterdingen;086584
BW;08315052;Hinterzarten;Hinterzarten;085490
BW;08416018;Hirrlingen;Hirrlingen;087530
BW;08226107;Hirschberg a.d.B.;Großsachsen;082960
BW;08226107;Hirschberg a.d.B.;Leutershausen;082961
BW;08116027;Hochdorf;Hochdorf;081725
BW;08426058;Hochdorf;Hochdorf;088840
BW;08426058;Hochdorf;Schweinhausen;088841
BW;08426058;Hochdorf;Unteressendorf;088842
BW;08226032;Hockenheim;Hockenheim;083220
BW;08317046;Hofstetten;Hofstetten;084970
BW;08317047;Hohberg;Diersburg;084750
BW;08317047;Hohberg;Hofweier;084751
BW;08317047;Hohberg;Niederschopfheim;084752
BW;08335096;Hohenfels;Deutwang;086480
BW;08335096;Hohenfels;Kalkofen;086481
BW;08335096;Hohenfels;Liggersdorf;086482
BW;08335096;Hohenfels;Mindersdorf;086483
BW;08335096;Hohenfels;Selgetsweiler;086484
BW;08117031;Hohenstadt;Hohenstadt;082215
BW;08415090;Hohenstein;Bernloch;087790
BW;08415090;Hohenstein;Eglingen;087791
BW;08415090;Hohenstein;Meidelstetten;087792
BW;08415090;Hohenstein;Oberstetten;087793
BW;08415090;Hohenstein;Ödenwaldstetten;087794
BW;08437053;Hohentengen;Bremen;089151
BW;08437053;Hohentengen;Eichen;089152
BW;08437053;Hohentengen;Enzkofen;089153
BW;08437053;Hohentengen;Günzkofen;089154
BW;08437053;Hohentengen;Hohentengen;089150
BW;08437053;Hohentengen;Ursendorf;089156
BW;08437053;Hohentengen;Völlkofen;089157
BW;08437053;Hohentengen;Ölkofen;089155
BW;08337053;Hohentengen am Hochrhein;Bergöschingen;086971
BW;08337053;Hohentengen am Hochrhein;Hohentengen;086970
BW;08337053;Hohentengen am Hochrhein;Lienheim;086972
BW;08337053;Hohentengen am Hochrhein;Stetten;086973
BW;08115024;Holzgerlingen;Holzgerlingen;081610
BW;08425062;Holzkirch;Holzkirch;088170
BW;08116029;Holzmaden;Holzmaden;081830
BW;08237040;Horb am Neckar;Ahldorf;084471
BW;08237040;Horb am Neckar;Altheim;084472
BW;08237040;Horb am Neckar;Betra;084473
BW;08237040;Horb am Neckar;Bildechingen;084474
BW;08237040;Horb am Neckar;Bittelbronn;084475
BW;08237040;Horb am Neckar;Dettensee;084476
BW;08237040;Horb am Neckar;Dettingen;084477
BW;08237040;Horb am Neckar;Dettlingen;084478
BW;08237040;Horb am Neckar;Dießen;084479
BW;08237040;Horb am Neckar;Grünmettstetten;084480
BW;08237040;Horb am Neckar;Horb;084470
BW;08237040;Horb am Neckar;Ihlingen;084481
BW;08237040;Horb am Neckar;Isenburg;084482
BW;08237040;Horb am Neckar;Mühlen;084483
BW;08237040;Horb am Neckar;Mühringen;084484
BW;08237040;Horb am Neckar;Nordstetten;084485
BW;08237040;Horb am Neckar;Obertalheim;084486
BW;08237040;Horb am Neckar;Rexingen;084487
BW;08237040;Horb am Neckar;Untertalheim;084488
BW;08315056;Horben;Horben;085415
BW;08436095;Horgenzell;Hasenweiler;089600
BW;08436095;Horgenzell;Kappel;089601
BW;08436095;Horgenzell;Wolketsweiler;089602
BW;08436095;Horgenzell;Zogenweiler;089603
BW;08317051;Hornberg;Hornberg;085010
BW;08317051;Hornberg;Niederwasser;085011
BW;08317051;Hornberg;Reichenbach;085012
BW;08436047;Hoßkirch;Hoßkirch;089310
BW;08436047;Hoßkirch;Hüttenreute;089311
BW;08336106;Häg-Ehrsberg;Ehrsberg;087220
BW;08336106;Häg-Ehrsberg;Häg;087221
BW;08337045;Häusern;Häusern;086810
BW;08337051;Höchenschwand;Amrigschwand;086841
BW;08337051;Höchenschwand;Höchenschwand;086840
BW;08337051;Höchenschwand;Tiefenhäusern;086842
BW;08235035;Höfen an der Enz;Höfen;084125
BW;08225039;Höpfingen;Höpfingen;082655
BW;08225039;Höpfingen;Waldstetten;082656
BW;08225042;Hüffenhardt;Hüffenhardt;082915
BW;08225042;Hüffenhardt;Kälbertshausen;082916
BW;08326027;Hüfingen;Behla;086181
BW;08326027;Hüfingen;Fürstenberg;086182
BW;08326027;Hüfingen;Hausen;086183
BW;08326027;Hüfingen;Hüfingen;086180
BW;08326027;Hüfingen;Mundelfingen;086184
BW;08326027;Hüfingen;Sumpfohren;086185
BW;08216022;Hügelsheim;Hügelsheim;083750
BW;08415039;Hülben;Hülben;087670
BW;08425064;Hüttisheim;Hüttisheim;088420
BW;08136033;Hüttlingen;Hüttlingen;082375
BW;08337059;Ibach;Ibach;086820
BW;08216023;Iffezheim;Iffezheim;083695
BW;08128058;Igersheim;Bernsfelden;080141
BW;08128058;Igersheim;Harthausen;080142
BW;08128058;Igersheim;Igersheim;080140
BW;08128058;Igersheim;Neuses;080143
BW;08128058;Igersheim;Simmringen;080144
BW;08136034;Iggingen;Iggingen;082370
BW;08315059;Ihringen;Ihringen;085310
BW;08315059;Ihringen;Wasenweiler;085311
BW;08425137;Illerkirchberg;Oberkirchberg;088405
BW;08425137;Illerkirchberg;Unterkirchberg;088406
BW;08425066;Illerrieden;Dorndorf;088431
BW;08425066;Illerrieden;Illerrieden;088430
BW;08425066;Illerrieden;Wangen;088432
BW;08236028;Illingen;Illingen;083880
BW;08236028;Illingen;Schützingen;083881
BW;08437056;Illmensee;Illmensee;089270
BW;08437056;Illmensee;Illwangen;089271
BW;08437056;Illmensee;Ruschweiler;089272
BW;08125046;Ilsfeld;Auenstein;080846
BW;08125046;Ilsfeld;Ilsfeld;080845
BW;08125046;Ilsfeld;Schozach;080847
BW;08127043;Ilshofen;Eckartshausen;080466
BW;08127043;Ilshofen;Ilshofen;080465
BW;08127043;Ilshofen;Obersteinach;080467
BW;08127043;Ilshofen;Ruppertshofen;080468
BW;08127043;Ilshofen;Unteraspach;080469
BW;08226036;Ilvesheim;Ilvesheim;082970
BW;08327025;Immendingen;Hattingen;086431
BW;08327025;Immendingen;Hintschingen;086432
BW;08327025;Immendingen;Immendingen;086430
BW;08327025;Immendingen;Ippingen;086433
BW;08327025;Immendingen;Mauenheim;086434
BW;08327025;Immendingen;Zimmern;086435
BW;08435024;Immenstaad am Bodensee;Immenstaad;089880
BW;08435024;Immenstaad am Bodensee;Kippenhausen;089881
BW;08126039;Ingelfingen;Criesbach;080271
BW;08126039;Ingelfingen;Diebach;080272
BW;08126039;Ingelfingen;Dörrenzimmern;080273
BW;08126039;Ingelfingen;Eberstal;080274
BW;08126039;Ingelfingen;Hermuthausen;080275
BW;08126039;Ingelfingen;Ingelfingen;080270
BW;08126039;Ingelfingen;Weldingsfelden;080276
BW;08118077;Ingersheim;Großingersheim;080995
BW;08118077;Ingersheim;Kleiningersheim;080996
BW;08426062;Ingoldingen;Grodt;088951
BW;08426062;Ingoldingen;Ingoldingen;088950
BW;08426062;Ingoldingen;Muttensweiler;088952
BW;08426062;Ingoldingen;Winterstettendorf;088953
BW;08426062;Ingoldingen;Winterstettenstadt;088954
BW;08437059;Inzigkofen;Engelswies;089071
BW;08437059;Inzigkofen;Inzigkofen;089070
BW;08437059;Inzigkofen;Vilsingen;089072
BW;08336043;Inzlingen;Inzlingen;087360
BW;08327027;Irndorf;Irndorf;086335
BW;08436049;Isny im Allgäu;Beuren;089671
BW;08436049;Isny im Allgäu;Großholzleute;089672
BW;08436049;Isny im Allgäu;Isny;089670
BW;08436049;Isny im Allgäu;Neutrauchburg;089673
BW;08436049;Isny im Allgäu;Rohrdorf;089674
BW;08236030;Ispringen;Ispringen;083950
BW;08125047;Ittlingen;Ittlingen;080740
BW;08125048;Jagsthausen;Jagsthausen;080630
BW;08125048;Jagsthausen;Olnhausen;080631
BW;08136035;Jagstzell;Jagstzell;082250
BW;08337060;Jestetten;Altenburg;086946
BW;08337060;Jestetten;Jestetten;086945
BW;08115053;Jettingen;Oberjettingen;081650
BW;08115053;Jettingen;Unterjettingen;081651
BW;08417036;Jungingen;Jungingen;087905
BW;08119037;Kaisersbach;Kaisersbach;081290
BW;08336045;Kandern;Feuerbach;087211
BW;08336045;Kandern;Holzen;087212
BW;08336045;Kandern;Kandern;087210
BW;08336045;Kandern;Riedlingen;087213
BW;08336045;Kandern;Sitzenkirch;087214
BW;08336045;Kandern;Tannenkirch;087215
BW;08336045;Kandern;Wollbach;087216
BW;08426064;Kanzach;Kanzach;088745
BW;08317152;Kappel-Grafenhausen;Grafenhausen;084900
BW;08317152;Kappel-Grafenhausen;Kappel;084901
BW;08317056;Kappelrodeck;Kappelrodeck;084600
BW;08317056;Kappelrodeck;Waldulm;084601
BW;08215096;Karlsbad;Auerbach;083585
BW;08215096;Karlsbad;Ittersbach;083586
BW;08215096;Karlsbad;Langensteinbach;083587
BW;08215096;Karlsbad;Mutschelbach;083588
BW;08215096;Karlsbad;Spielberg;083589
BW;08215103;Karlsdorf-Neuthard;Karlsdorf;083440
BW;08215103;Karlsdorf-Neuthard;Neuthard;083441
BW;08212000;Karlsruhe;Durlach;083621
BW;08212000;Karlsruhe;Karlsruhe;083620
BW;08212000;Karlsruhe;Neureut;083622
BW;08317057;Kehl;Auenheim;084681
BW;08317057;Kehl;Bodersweier;084682
BW;08317057;Kehl;Goldscheuer;084683
BW;08317057;Kehl;Hohnhurst;084684
BW;08317057;Kehl;Kehl;084680
BW;08317057;Kehl;Kork;084685
BW;08317057;Kehl;Leutesheim;084686
BW;08317057;Kehl;Neumühl;084687
BW;08317057;Kehl;Odelshofen;084688
BW;08317057;Kehl;Querbach;084689
BW;08317057;Kehl;Zierolshofen;084690
BW;08236070;Keltern;Dietenhausen;084000
BW;08236070;Keltern;Dietlingen;084001
BW;08236070;Keltern;Ellmendingen;084002
BW;08236070;Keltern;Niebelsbach;084003
BW;08236070;Keltern;Weiler;084004
BW;08316020;Kenzingen;Bombach;085071
BW;08316020;Kenzingen;Hecklingen;085072
BW;08316020;Kenzingen;Kenzingen;085070
BW;08316020;Kenzingen;Nordweil;085073
BW;08119093;Kernen im Remstal;Rommelshausen;081440
BW;08119093;Kernen im Remstal;Stetten;081441
BW;08226037;Ketsch;Ketsch;083095
BW;08236031;Kieselbronn;Kieselbronn;083920
BW;08317059;Kippenheim;Kippenheim;084885
BW;08317059;Kippenheim;Schmieheim;084886
BW;08125049;Kirchardt;Berwangen;080716
BW;08125049;Kirchardt;Bockschaft;080717
BW;08125049;Kirchardt;Kirchardt;080715
BW;08426065;Kirchberg an der Iller;Kirchberg;088900
BW;08127046;Kirchberg an der Jagst;Gaggstatt;080436
BW;08127046;Kirchberg an der Jagst;Hornberg;080437
BW;08127046;Kirchberg an der Jagst;Kirchberg;080435
BW;08127046;Kirchberg an der Jagst;Lendsiedel;080438
BW;08119038;Kirchberg an der Murr;Kirchberg;081225
BW;08426066;Kirchdorf an der Iller;Kirchdorf;088920
BW;08426066;Kirchdorf an der Iller;Oberopfingen;088921
BW;08416022;Kirchentellinsfurt;Kirchentellinsfurt;087440
BW;08118040;Kirchheim am Neckar;Kirchheim;080970
BW;08136037;Kirchheim am Ries;Benzenzimmern;082416
BW;08136037;Kirchheim am Ries;Dirgenheim;082417
BW;08136037;Kirchheim am Ries;Kirchheim;082415
BW;08116033;Kirchheim unter Teck;Jesingen;081811
BW;08116033;Kirchheim unter Teck;Kirchheim;081810
BW;08116033;Kirchheim unter Teck;Nabern;081812
BW;08116033;Kirchheim unter Teck;Ötlingen;081813
BW;08315064;Kirchzarten;Burg;085431
BW;08315064;Kirchzarten;Kirchzarten;085430
BW;08315064;Kirchzarten;Zarten;085432
BW;08436052;Kißlegg;Immenried;089491
BW;08436052;Kißlegg;Kißlegg;089490
BW;08436052;Kißlegg;Waltershofen;089492
BW;08336107;Kleines Wiesental;Bürchau;087145
BW;08336107;Kleines Wiesental;Elbenschwand;087160
BW;08336107;Kleines Wiesental;Neuenweg;087140
BW;08336107;Kleines Wiesental;Raich;087155
BW;08336107;Kleines Wiesental;Sallneck;087170
BW;08336107;Kleines Wiesental;Tegernau;087165
BW;08336107;Kleines Wiesental;Wies;087150
BW;08336107;Kleines Wiesental;Wieslet;087175
BW;08337062;Klettgau;Bühl;086930
BW;08337062;Klettgau;Erzingen;086931
BW;08337062;Klettgau;Geißlingen;086932
BW;08337062;Klettgau;Grießen;086933
BW;08337062;Klettgau;Rechberg;086934
BW;08337062;Klettgau;Riedern;086935
BW;08337062;Klettgau;Weisweil;086936
BW;08236033;Knittlingen;Freudenstein;083851
BW;08236033;Knittlingen;Kleinvillars;083852
BW;08236033;Knittlingen;Knittlingen;083850
BW;08116036;Kohlberg;Kohlberg;081950
BW;08327030;Kolbingen;Kolbingen;086340
BW;08335043;Konstanz;Dettingen;086661
BW;08335043;Konstanz;Dingelsdorf;086662
BW;08335043;Konstanz;Konstanz;086660
BW;08335043;Konstanz;Litzelstetten;086663
BW;08119041;Korb;Kleinheppach;081351
BW;08119041;Korb;Korb;081350
BW;08118080;Korntal-Münchingen;Korntal;081150
BW;08118080;Korntal-Münchingen;Münchingen;081151
BW;08118046;Kornwestheim;Kornwestheim;081130
BW;08215097;Kraichtal;Bahnbrücken;083460
BW;08215097;Kraichtal;Gochsheim;083461
BW;08215097;Kraichtal;Landshausen;083462
BW;08215097;Kraichtal;Menzingen;083463
BW;08215097;Kraichtal;Münzesheim;083464
BW;08215097;Kraichtal;Neuenbürg;083465
BW;08215097;Kraichtal;Oberacker;083466
BW;08215097;Kraichtal;Oberöwisheim;083467
BW;08215097;Kraichtal;Unteröwisheim;083468
BW;08437065;Krauchenwies;Ablach;089081
BW;08437065;Krauchenwies;Bittelschieß;089082
BW;08437065;Krauchenwies;Ettisweiler;089083
BW;08437065;Krauchenwies;Göggingen;089084
BW;08437065;Krauchenwies;Hausen;089085
BW;08437065;Krauchenwies;Krauchenwies;089080
BW;08126045;Krautheim;Altkrautheim;080221
BW;08126045;Krautheim;Gommersdorf;080222
BW;08126045;Krautheim;Horrenbach;080223
BW;08126045;Krautheim;Klepsau;080224
BW;08126045;Krautheim;Krautheim;080220
BW;08126045;Krautheim;Neunstetten;080225
BW;08126045;Krautheim;Oberginsbach;080226
BW;08126045;Krautheim;Oberndorf;080227
BW;08126045;Krautheim;Unterginsbach;080228
BW;08435029;Kressbronn am Bodensee;Kressbronn;089960
BW;08127101;Kreßberg;Leukershausen;080510
BW;08127101;Kreßberg;Mariäkappel;080511
BW;08127101;Kreßberg;Marktlustenau;080512
BW;08127101;Kreßberg;Waldtann;080513
BW;08215039;Kronau;Kronau;083360
BW;08117033;Kuchen;Kuchen;082155
BW;08126047;Kupferzell;Eschental;080316
BW;08126047;Kupferzell;Feßbach;080317
BW;08126047;Kupferzell;Goggenbach;080318
BW;08126047;Kupferzell;Kupferzell;080315
BW;08126047;Kupferzell;Mangoldsall;080319
BW;08126047;Kupferzell;Westernach;080320
BW;08216024;Kuppenheim;Kuppenheim;083705
BW;08216024;Kuppenheim;Oberndorf;083706
BW;08416023;Kusterdingen;Immenhausen;087471
BW;08416023;Kusterdingen;Jettenburg;087472
BW;08416023;Kusterdingen;Kusterdingen;087470
BW;08416023;Kusterdingen;Mähringen;087473
BW;08416023;Kusterdingen;Wankheim;087474
BW;08236074;Kämpfelbach;Bilfingen;083935
BW;08236074;Kämpfelbach;Ersingen;083936
BW;08116035;Köngen;Köngen;081765
BW;08128061;Königheim;Brehmen;080071
BW;08128061;Königheim;Gissigheim;080072
BW;08128061;Königheim;Königheim;080070
BW;08128061;Königheim;Pülfringen;080073
BW;08236076;Königsbach-Stein;Königsbach;083925
BW;08236076;Königsbach-Stein;Stein;083926
BW;08135025;Königsbronn;Itzelberg;082561
BW;08135025;Königsbronn;Königsbronn;082560
BW;08135025;Königsbronn;Ochsenberg;082562
BW;08135025;Königsbronn;Zang;082563
BW;08436053;Königseggwald;Königseggwald;089340
BW;08326031;Königsfeld im Schwarzwald;Buchenberg;086001
BW;08326031;Königsfeld im Schwarzwald;Burgberg;086002
BW;08326031;Königsfeld im Schwarzwald;Erdmannsweiler;086003
BW;08326031;Königsfeld im Schwarzwald;Königsfeld;086000
BW;08326031;Königsfeld im Schwarzwald;Neuhausen;086004
BW;08326031;Königsfeld im Schwarzwald;Weiler;086005
BW;08327029;Königsheim;Königsheim;086240
BW;08128064;Külsheim;Eiersheim;080031
BW;08128064;Külsheim;Hundheim;080032
BW;08128064;Külsheim;Külsheim;080030
BW;08128064;Külsheim;Steinbach;080033
BW;08128064;Külsheim;Steinfurt;080034
BW;08128064;Külsheim;Uissigheim;080035
BW;08126046;Künzelsau;Amrichshausen;080281
BW;08126046;Künzelsau;Belsenberg;080282
BW;08126046;Künzelsau;Gaisbach;080283
BW;08126046;Künzelsau;Kocherstetten;080284
BW;08126046;Künzelsau;Künzelsau;080280
BW;08126046;Künzelsau;Laßbach;080285
BW;08126046;Künzelsau;Morsbach;080286
BW;08126046;Künzelsau;Nitzenhausen;080287
BW;08126046;Künzelsau;Steinbach;080288
BW;08215040;Kürnbach;Kürnbach;083485
BW;08337125;Küssaberg;Bechtersbohl;086980
BW;08337125;Küssaberg;Dangstetten;086981
BW;08337125;Küssaberg;Kadelburg;086982
BW;08337125;Küssaberg;Küßnach;086983
BW;08337125;Küssaberg;Reckingen;086984
BW;08337125;Küssaberg;Rheinheim;086985
BW;08226038;Ladenburg;Ladenburg;082975
BW;08317065;Lahr/Schwarzwald;Hugsweier;084871
BW;08317065;Lahr/Schwarzwald;Kippenheimweiler;084872
BW;08317065;Lahr/Schwarzwald;Kuhbach;084873
BW;08317065;Lahr/Schwarzwald;Lahr;084870
BW;08317065;Lahr/Schwarzwald;Langenwinkel;084874
BW;08317065;Lahr/Schwarzwald;Mietersheim;084875
BW;08317065;Lahr/Schwarzwald;Reichenbach;084876
BW;08317065;Lahr/Schwarzwald;Sulz;084877
BW;08425071;Laichingen;Feldstetten;088261
BW;08425071;Laichingen;Laichingen;088260
BW;08425071;Laichingen;Machtolsheim;088262
BW;08425071;Laichingen;Suppingen;088263
BW;08435030;Langenargen;Langenargen;089950
BW;08425072;Langenau;Albeck;088211
BW;08425072;Langenau;Göttingen;088212
BW;08425072;Langenau;Hörvelsingen;088213
BW;08425072;Langenau;Langenau;088210
BW;08125113;Langenbrettach;Brettach;080670
BW;08125113;Langenbrettach;Langenbeutingen;080671
BW;08127047;Langenburg;Bächlingen;080411
