Bundesland;Gemeindeschluessel;Gemeinde;Gemarkung;Gemarkungsnummer
BW;08127047;Langenburg;Langenburg;080410
BW;08426067;Langenenslingen;Andelfingen;088671
BW;08426067;Langenenslingen;Billafingen;088672
BW;08426067;Langenenslingen;Dürrenwaldstetten;088673
BW;08426067;Langenenslingen;Egelfingen;088674
BW;08426067;Langenenslingen;Emerfeld;088675
BW;08426067;Langenenslingen;Friedingen;088676
BW;08426067;Langenenslingen;Ittenhausen;088677
BW;08426067;Langenenslingen;Langenenslingen;088670
BW;08426067;Langenenslingen;Wilflingen;088678
BW;08136038;Lauchheim;Hülen;082406
BW;08136038;Lauchheim;Lauchheim;082405
BW;08136038;Lauchheim;Röttingen;082407
BW;08337065;Lauchringen;Oberlauchringen;086905
BW;08337065;Lauchringen;Unterlauchringen;086906
BW;08128139;Lauda-Königshofen;Beckstein;080090
BW;08128139;Lauda-Königshofen;Deubach;080091
BW;08128139;Lauda-Königshofen;Gerlachsheim;080092
BW;08128139;Lauda-Königshofen;Heckfeld;080093
BW;08128139;Lauda-Königshofen;Königshofen;080094
BW;08128139;Lauda-Königshofen;Lauda;080095
BW;08128139;Lauda-Königshofen;Marbach;080096
BW;08128139;Lauda-Königshofen;Messelhausen;080097
BW;08128139;Lauda-Königshofen;Oberbalbach;080098
BW;08128139;Lauda-Königshofen;Oberlauda;080099
BW;08128139;Lauda-Königshofen;Sachsenflur;080100
BW;08128139;Lauda-Königshofen;Unterbalbach;080101
BW;08226040;Laudenbach;Laudenbach;082930
BW;08317068;Lauf;Lauf;084590
BW;08337066;Laufenburg (Baden);Binzgen;087061
BW;08337066;Laufenburg (Baden);Grunholz;087062
BW;08337066;Laufenburg (Baden);Hauenstein;087063
BW;08337066;Laufenburg (Baden);Hochsal;087064
BW;08337066;Laufenburg (Baden);Laufenburg;087060
BW;08337066;Laufenburg (Baden);Luttingen;087065
BW;08337066;Laufenburg (Baden);Rotzel;087066
BW;08125056;Lauffen am Neckar;Lauffen;080865
BW;08426070;Laupheim;Baustetten;088581
BW;08426070;Laupheim;Bihlafingen;088582
BW;08426070;Laupheim;Laupheim;088580
BW;08426070;Laupheim;Obersulmetingen;088583
BW;08426070;Laupheim;Untersulmetingen;088584
BW;08317067;Lautenbach;Lautenbach;084650
BW;08425073;Lauterach;Lauterach;088460
BW;08325036;Lauterbach;Lauterbach;085840
BW;08117061;Lauterstein;Nenningen;082080
BW;08117061;Lauterstein;Weißenstein;082081
BW;08125057;Lehrensteinsfeld;Lehrensteinsfeld;080800
BW;08437072;Leibertingen;Altheim;089091
BW;08437072;Leibertingen;Kreenheinstetten;089092
BW;08437072;Leibertingen;Leibertingen;089090
BW;08437072;Leibertingen;Thalheim;089093
BW;08226041;Leimen;Gauangelloch;083111
BW;08226041;Leimen;Leimen;083110
BW;08226041;Leimen;St. Ilgen;083112
BW;08116078;Leinfelden-Echterdingen;Echterdingen;081780
BW;08116078;Leinfelden-Echterdingen;Leinfelden;081781
BW;08116078;Leinfelden-Echterdingen;Musberg;081782
BW;08116078;Leinfelden-Echterdingen;Stetten;081783
BW;08125058;Leingarten, Stadt;Großgartach;080775
BW;08125058;Leingarten, Stadt;Schluchtern;080776
BW;08136040;Leinzell;Leinzell;082365
BW;08116079;Lenningen;Gutenberg;081975
BW;08116079;Lenningen;Oberlenningen;081976
BW;08116079;Lenningen;Schopfloch;081977
BW;08116079;Lenningen;Unterlenningen;081978
BW;08315068;Lenzkirch;Kappel;085621
BW;08315068;Lenzkirch;Lenzkirch;085620
BW;08315068;Lenzkirch;Raitenbuch;085622
BW;08315068;Lenzkirch;Saig;085623
BW;08115028;Leonberg;Gebersheim;081501
BW;08115028;Leonberg;Höfingen;081502
BW;08115028;Leonberg;Leonberg;081500
BW;08115028;Leonberg;Warmbronn;081503
BW;08119042;Leutenbach;Leutenbach;081310
BW;08119042;Leutenbach;Nellmersbach;081311
BW;08119042;Leutenbach;Weiler zum Stein;081312
BW;08436055;Leutkirch im Allgäu;Diepoldshofen;089471
BW;08436055;Leutkirch im Allgäu;Friesenhofen;089472
BW;08436055;Leutkirch im Allgäu;Gebrazhofen;089473
BW;08436055;Leutkirch im Allgäu;Herlazhofen;089474
BW;08436055;Leutkirch im Allgäu;Hofs;089475
BW;08436055;Leutkirch im Allgäu;Leutkirch;089470
BW;08436055;Leutkirch im Allgäu;Reichenhofen;089476
BW;08436055;Leutkirch im Allgäu;Winterstetten;089477
BW;08436055;Leutkirch im Allgäu;Wuchzenhofen;089478
BW;08216028;Lichtenau;Grauelsbaum;083771
BW;08216028;Lichtenau;Lichtenau;083770
BW;08216028;Lichtenau;Muckenschopf;083772
BW;08216028;Lichtenau;Scherzheim;083773
BW;08216028;Lichtenau;Ulm;083774
BW;08415092;Lichtenstein;Holzelfingen;087720
BW;08415092;Lichtenstein;Honau;087721
BW;08415092;Lichtenstein;Unterhausen;087722
BW;08116037;Lichtenwald;Hegenlohe;081710
BW;08116037;Lichtenwald;Thomashardt;081711
BW;08225052;Limbach;Balsbach;082771
BW;08225052;Limbach;Heidersbach;082772
BW;08225052;Limbach;Krumbach;082773
BW;08225052;Limbach;Laudenberg;082774
BW;08225052;Limbach;Limbach;082770
BW;08225052;Limbach;Scheringen;082775
BW;08225052;Limbach;Wagenschwend;082776
BW;08215105;Linkenheim-Hochstetten;Hochstetten;083410
BW;08215105;Linkenheim-Hochstetten;Linkenheim;083411
BW;08226104;Lobbach;Lobenfeld;083125
BW;08226104;Lobbach;Waldwimmersbach;083126
BW;08216029;Loffenau;Loffenau;083725
BW;08425075;Lonsee;Ettlenschieß;088131
BW;08425075;Lonsee;Halzhausen;088132
BW;08425075;Lonsee;Lonsee;088130
BW;08425075;Lonsee;Luizhausen;088133
BW;08425075;Lonsee;Radelstetten;088134
BW;08425075;Lonsee;Urspring;088135
BW;08136042;Lorch;Lorch;082520
BW;08136042;Lorch;Waldhausen;082521
BW;08337070;Lottstetten;Lottstetten;086955
BW;08237045;Loßburg;Betzweiler;084520
BW;08237045;Loßburg;Lombach;084511
BW;08237045;Loßburg;Loßburg;084510
BW;08237045;Loßburg;Schömberg;084512
BW;08237045;Loßburg;Sterneck;084513
BW;08237045;Loßburg;Vierundzwanzig Höfe;084514
BW;08237045;Loßburg;Wittendorf;084515
BW;08237045;Loßburg;Wälde;084521
BW;08118048;Ludwigsburg;Ludwigsburg;081110
BW;08118048;Ludwigsburg;Neckarweihingen;081111
BW;08118048;Ludwigsburg;Oßweil;081112
BW;08118048;Ludwigsburg;Poppenweiler;081113
BW;08118047;Löchgau;Löchgau;080965
BW;08315070;Löffingen;Bachheim;085601
BW;08315070;Löffingen;Dittishausen;085602
BW;08315070;Löffingen;Göschweiler;085603
BW;08315070;Löffingen;Löffingen;085600
BW;08315070;Löffingen;Reiselfingen;085604
BW;08315070;Löffingen;Seppenhofen;085605
BW;08315070;Löffingen;Unadingen;085606
BW;08336050;Lörrach;Brombach;087351
BW;08336050;Lörrach;Haagen;087352
BW;08336050;Lörrach;Hauingen;087353
BW;08336050;Lörrach;Lörrach;087350
BW;08125059;Löwenstein;Hößlinsülz;080816
BW;08125059;Löwenstein;Löwenstein;080815
BW;08115029;Magstadt;Magstadt;081525
BW;08317073;Mahlberg;Mahlberg;084890
BW;08317073;Mahlberg;Orschweier;084891
BW;08327033;Mahlstetten;Mahlstetten;086285
BW;08127052;Mainhardt;Ammertsweiler;080556
BW;08127052;Mainhardt;Bubenorbis;080557
BW;08127052;Mainhardt;Geißelhardt;080558
BW;08127052;Mainhardt;Hütten;080559
BW;08127052;Mainhardt;Mainhardt;080555
BW;08336104;Malsburg-Marzell;Malsburg;087200
BW;08336104;Malsburg-Marzell;Marzell;087201
BW;08226046;Malsch;Malsch;083260
BW;08215046;Malsch;Malsch;083600
BW;08215046;Malsch;Sulzbach;083601
BW;08215046;Malsch;Völkersbach;083602
BW;08215046;Malsch;Waldprechtsweier;083603
BW;08316024;Malterdingen;Malterdingen;085140
BW;08222000;Mannheim;Mannheim;083310
BW;08118049;Marbach am Neckar;Marbach;081030
BW;08118049;Marbach am Neckar;Rielingshausen;081031
BW;08315132;March;Buchheim;085290
BW;08315132;March;Holzhausen;085291
BW;08315132;March;Hugstetten;085292
BW;08315132;March;Neuershausen;085293
BW;08435034;Markdorf;Ittendorf;089811
BW;08435034;Markdorf;Markdorf;089810
BW;08435034;Markdorf;Riedheim;089812
BW;08118050;Markgröningen;Markgröningen;081095
BW;08215047;Marxzell;Burbach;083610
BW;08215047;Marxzell;Pfaffenrot;083611
BW;08215047;Marxzell;Schielberg;083612
BW;08426071;Maselheim;Laupertshausen;088802
BW;08426071;Maselheim;Maselheim;088800
BW;08426071;Maselheim;Sulmingen;088803
BW;08426071;Maselheim;Äpfingen;088801
BW;08125061;Massenbachhausen;Massenbachhausen;080760
BW;08226048;Mauer;Mauer;083140
BW;08236038;Maulbronn;Maulbronn;083870
BW;08236038;Maulbronn;Schmie;083871
BW;08236038;Maulbronn;Zaisersweiher;083872
BW;08336057;Maulburg;Maulburg;087270
BW;08435035;Meckenbeuren;Kehlen;089911
BW;08435035;Meckenbeuren;Meckenbeuren;089910
BW;08226049;Meckesheim;Meckesheim;083145
BW;08226049;Meckesheim;Mönchzell;083146
BW;08435036;Meersburg;Baitenhausen;089851
BW;08435036;Meersburg;Meersburg;089850
BW;08415048;Mehrstetten;Mehrstetten;087770
BW;08317075;Meißenheim;Kürzell;084851
BW;08317075;Meißenheim;Meißenheim;084850
BW;08437076;Mengen;Beuren;089141
BW;08437076;Mengen;Blochingen;089142
BW;08437076;Mengen;Ennetach;089143
BW;08437076;Mengen;Mengen;089140
BW;08437076;Mengen;Rosna;089144
BW;08437076;Mengen;Rulfingen;089145
BW;08315072;Merdingen;Merdingen;085330
BW;08425079;Merklingen;Merklingen;088250
BW;08315073;Merzhausen;Merzhausen;085390
BW;08415050;Metzingen;Glems;087621
BW;08415050;Metzingen;Metzingen;087620
BW;08415050;Metzingen;Neuhausen;087622
BW;08437078;Meßkirch;Dietershofen;089101
BW;08437078;Meßkirch;Heudorf;089102
BW;08437078;Meßkirch;Igelswies;089103
BW;08437078;Meßkirch;Langenhart;089104
BW;08437078;Meßkirch;Menningen;089105
BW;08437078;Meßkirch;Meßkirch;089100
BW;08437078;Meßkirch;Rengetsweiler;089106
BW;08437078;Meßkirch;Ringgenbach;089107
BW;08437078;Meßkirch;Rohrdorf;089108
BW;08417044;Meßstetten;Hartheim;088061
BW;08417044;Meßstetten;Heinstetten;088062
BW;08417044;Meßstetten;Hossingen;088063
BW;08417044;Meßstetten;Meßstetten;088060
BW;08417044;Meßstetten;Oberdigisheim;088064
BW;08417044;Meßstetten;Tieringen;088065
BW;08417044;Meßstetten;Unterdigisheim;088066
BW;08127056;Michelbach an der Bilz;Michelbach;080545
BW;08127059;Michelfeld;Gnadental;080541
BW;08127059;Michelfeld;Michelfeld;080540
BW;08426073;Mietingen;Baltringen;088591
BW;08426073;Mietingen;Mietingen;088590
BW;08426073;Mietingen;Walpertshofen;088592
BW;08426074;Mittelbiberach;Mittelbiberach;088820
BW;08426074;Mittelbiberach;Reute;088821
BW;08335055;Moos;Bankholzen;086681
BW;08335055;Moos;Iznang;086682
BW;08335055;Moos;Moos;086680
BW;08335055;Moos;Weiler;086683
BW;08426078;Moosburg;Moosburg;088740
BW;08225058;Mosbach;Diedesheim;082881
BW;08225058;Mosbach;Lohrbach;082882
BW;08225058;Mosbach;Mosbach;082880
BW;08225058;Mosbach;Neckarelz;082883
BW;08225058;Mosbach;Reichenbuch;082884
BW;08225058;Mosbach;Sattelbach;082885
BW;08225060;Mudau;Donebach;082681
BW;08225060;Mudau;Langenelz;082682
BW;08225060;Mudau;Mudau;082680
BW;08225060;Mudau;Mörschenhardt;082683
BW;08225060;Mudau;Reisenbach;082684
BW;08225060;Mudau;Rumpfen;082685
BW;08225060;Mudau;Scheidental;082686
BW;08225060;Mudau;Schloßau;082687
BW;08225060;Mudau;Steinbach;082688
BW;08216033;Muggensturm;Muggensturm;083675
BW;08126056;Mulfingen;Ailringen;080246
BW;08126056;Mulfingen;Buchenbach;080247
BW;08126056;Mulfingen;Eberbach;080248
BW;08126056;Mulfingen;Hollenbach;080249
BW;08126056;Mulfingen;Jagstberg;080250
BW;08126056;Mulfingen;Mulfingen;080245
BW;08126056;Mulfingen;Simprechtshausen;080251
BW;08126056;Mulfingen;Zaisenhausen;080252
BW;08118053;Mundelsheim;Mundelsheim;080950
BW;08425081;Munderkingen;Munderkingen;088480
BW;08337076;Murg;Hänner;087031
BW;08337076;Murg;Murg;087030
BW;08337076;Murg;Niederhof;087032
BW;08337076;Murg;Oberhof;087033
BW;08118054;Murr;Murr;081020
BW;08119044;Murrhardt;Fornsbach;081201
BW;08119044;Murrhardt;Kirchenkirnberg;081202
BW;08119044;Murrhardt;Murrhardt;081200
BW;08136044;Mutlangen;Mutlangen;082340
BW;08125063;Möckmühl;Bittelbronn;080616
BW;08125063;Möckmühl;Korb;080617
BW;08125063;Möckmühl;Möckmühl;080615
BW;08125063;Möckmühl;Ruchsen;080618
BW;08125063;Möckmühl;Züttlingen;080619
BW;08136043;Mögglingen;Mögglingen;082470
BW;08118051;Möglingen;Möglingen;081135
BW;08326037;Mönchweiler;Mönchweiler;086040
BW;08236039;Mönsheim;Mönsheim;083975
BW;08416025;Mössingen;Mössingen;087560
BW;08416025;Mössingen;Talheim;087562
BW;08416025;Mössingen;Öschingen;087561
BW;08115034;Mötzingen;Mötzingen;081670
BW;08236040;Mühlacker;Enzberg;083891
BW;08236040;Mühlacker;Großglattbach;083892
BW;08236040;Mühlacker;Lienzingen;083893
BW;08236040;Mühlacker;Lomersheim;083894
BW;08236040;Mühlacker;Mühlacker;083890
BW;08236040;Mühlacker;Mühlhausen;083895
BW;08317078;Mühlenbach;Mühlenbach;084975
BW;08226054;Mühlhausen;Mühlhausen;083265
BW;08226054;Mühlhausen;Rettigheim;083266
BW;08226054;Mühlhausen;Tairnbach;083267
BW;08117035;Mühlhausen im Täle;Mühlhausen;082200
BW;08335097;Mühlhausen-Ehingen;Ehingen;086555
BW;08335097;Mühlhausen-Ehingen;Mühlhausen;086556
BW;08327036;Mühlheim an der Donau;Mühlheim;086350
BW;08327036;Mühlheim an der Donau;Stetten;086351
BW;08335057;Mühlingen;Gallmannsweil;086461
BW;08335057;Mühlingen;Mainwangen;086462
BW;08335057;Mühlingen;Mühlingen;086460
BW;08335057;Mühlingen;Schwackenreute;086463
BW;08335057;Mühlingen;Zoznegg;086464
BW;08315074;Müllheim;Britzingen;085671
BW;08315074;Müllheim;Dattingen;085672
BW;08315074;Müllheim;Feldberg;085673
BW;08315074;Müllheim;Hügelheim;085674
BW;08315074;Müllheim;Müllheim;085670
BW;08315074;Müllheim;Niederweiler;085675
BW;08315074;Müllheim;Vögisheim;085676
BW;08315074;Müllheim;Zunzingen;085677
BW;08415053;Münsingen;Apfelstetten;087751
BW;08415053;Münsingen;Auingen;087752
BW;08415053;Münsingen;Bichishausen;087753
BW;08415053;Münsingen;Bremelau;087755
BW;08415053;Münsingen;Buttenhausen;087756
BW;08415053;Münsingen;Böttingen;087754
BW;08415053;Münsingen;Dottingen;087757
BW;08415053;Münsingen;Gundelfingen;087758
BW;08415053;Münsingen;Hundersingen;087759
BW;08415053;Münsingen;Magolsheim;087760
BW;08415053;Münsingen;Münsingen;087750
BW;08415053;Münsingen;Rietheim;087761
BW;08415053;Münsingen;Trailfingen;087762
BW;08315130;Münstertal/Schwarzwald;Obermünstertal;085580
BW;08315130;Münstertal/Schwarzwald;Untermünstertal;085581
BW;08235046;Nagold;Emmingen;084301
BW;08235046;Nagold;Gündringen;084302
BW;08235046;Nagold;Hochdorf;084303
BW;08235046;Nagold;Mindersbach;084304
BW;08235046;Nagold;Nagold;084300
BW;08235046;Nagold;Pfrondorf;084305
BW;08235046;Nagold;Schietingen;084306
BW;08235046;Nagold;Vollmaringen;084307
BW;08135026;Nattheim;Auernheim;082541
BW;08135026;Nattheim;Fleinheim;082542
BW;08135026;Nattheim;Nattheim;082540
BW;08226055;Neckarbischofsheim;Neckarbischofsheim;083180
BW;08226055;Neckarbischofsheim;Untergimpern;083181
BW;08226056;Neckargemünd;Dilsberg;083051
BW;08226056;Neckargemünd;Mückenloch;083052
BW;08226056;Neckargemünd;Neckargemünd;083050
BW;08226056;Neckargemünd;Waldhilsbach;083053
BW;08225064;Neckargerach;Guttenbach;082816
BW;08225064;Neckargerach;Neckargerach;082815
BW;08125065;Neckarsulm;Dahenfeld;080721
BW;08125065;Neckarsulm;Neckarsulm;080720
BW;08125065;Neckarsulm;Obereisesheim;080722
BW;08116041;Neckartailfingen;Neckartailfingen;081910
BW;08116042;Neckartenzlingen;Neckartenzlingen;081925
BW;08125066;Neckarwestheim;Neckarwestheim;080870
BW;08225067;Neckarzimmern;Neckarzimmern;082905
BW;08425083;Neenstetten;Neenstetten;088165
BW;08416026;Nehren;Nehren;087550
BW;08226058;Neidenstein;Neidenstein;083165
BW;08116043;Neidlingen;Neidlingen;081850
BW;08425084;Nellingen;Nellingen;088240
BW;08425084;Nellingen;Oppingen;088241
BW;08425085;Nerenstetten;Nerenstetten;088185
BW;08136045;Neresheim;Dorfmerkingen;082451
BW;08136045;Neresheim;Elchingen;082452
BW;08136045;Neresheim;Kösingen;082453
BW;08136045;Neresheim;Neresheim;082450
BW;08136045;Neresheim;Ohmenheim;082454
BW;08136045;Neresheim;Schweindorf;082455
BW;08235047;Neubulach;Altbulach;084231
BW;08235047;Neubulach;Liebelsberg;084232
BW;08235047;Neubulach;Martinsmoos;084233
BW;08235047;Neubulach;Neubulach;084230
BW;08235047;Neubulach;Oberhaugstett;084234
BW;08125068;Neudenau;Herbolzheim;080636
BW;08125068;Neudenau;Neudenau;080635
BW;08125068;Neudenau;Siglingen;080637
BW;08315076;Neuenburg am Rhein;Grißheim;085701
BW;08315076;Neuenburg am Rhein;Neuenburg;085700
BW;08315076;Neuenburg am Rhein;Steinenstadt;085702
BW;08315076;Neuenburg am Rhein;Zienken;085703
BW;08236043;Neuenbürg;Arnbach;084031
BW;08236043;Neuenbürg;Dennach;084032
BW;08236043;Neuenbürg;Neuenbürg;084030
BW;08236043;Neuenbürg;Waldrennach;084033
BW;08125069;Neuenstadt am Kocher;Bürg;080661
BW;08125069;Neuenstadt am Kocher;Cleversulzbach;080662
BW;08125069;Neuenstadt am Kocher;Kochertürn;080663
BW;08125069;Neuenstadt am Kocher;Neuenstadt;080660
BW;08125069;Neuenstadt am Kocher;Stein;080664
BW;08126058;Neuenstein;Eschelbach;080326
BW;08126058;Neuenstein;Grünbühl;080327
BW;08126058;Neuenstein;Kesselfeld;080328
BW;08126058;Neuenstein;Kirchensall;080329
BW;08126058;Neuenstein;Kleinhirschbach;080330
BW;08126058;Neuenstein;Neuenstein;080325
BW;08126058;Neuenstein;Neureut;080331
BW;08126058;Neuenstein;Obersöllbach;080332
BW;08116046;Neuffen;Kappishäusern;081956
BW;08116046;Neuffen;Neuffen;081955
BW;08437082;Neufra;Neufra;088980
BW;08236044;Neuhausen;Hamberg;084061
BW;08236044;Neuhausen;Neuhausen;084060
BW;08236044;Neuhausen;Schellbronn;084062
BW;08236044;Neuhausen;Steinegg;084063
BW;08116047;Neuhausen auf den Fildern;Neuhausen;081775
BW;08327038;Neuhausen ob Eck;Neuhausen;086410
BW;08327038;Neuhausen ob Eck;Schwandorf;086411
BW;08327038;Neuhausen ob Eck;Worndorf;086412
BW;08435042;Neukirch;Neukirch;089930
BW;08136046;Neuler;Neuler;082285
BW;08236073;Neulingen;Bauschlott;083910
BW;08236073;Neulingen;Göbrichen;083911
BW;08236073;Neulingen;Nußbaum;083912
BW;08226059;Neulußheim;Neulußheim;083235
BW;08225068;Neunkirchen;Neckarkatzenbach;082826
BW;08225068;Neunkirchen;Neunkirchen;082825
BW;08317151;Neuried;Altenheim;084700
BW;08317151;Neuried;Dundenheim;084701
BW;08317151;Neuried;Ichenheim;084702
BW;08317151;Neuried;Müllen;084703
BW;08317151;Neuried;Schutterzell;084704
BW;08416049;Neustetten;Nellingsheim;087510
BW;08416049;Neustetten;Remmingsheim;087511
BW;08416049;Neustetten;Wolfenhausen;087512
BW;08235050;Neuweiler;Agenbach;084216
BW;08235050;Neuweiler;Breitenberg;084217
BW;08235050;Neuweiler;Gaugenwald;084218
BW;08235050;Neuweiler;Neuweiler;084215
BW;08235050;Neuweiler;Oberkollwangen;084219
BW;08235050;Neuweiler;Zwerenberg;084220
BW;08326041;Niedereschach;Fischbach;086031
BW;08326041;Niedereschach;Kappel;086032
BW;08326041;Niedereschach;Niedereschach;086030
BW;08326041;Niedereschach;Schabenhausen;086033
BW;08126060;Niedernhall;Niedernhall;080300
BW;08128082;Niederstetten;Adolzhausen;080206
BW;08128082;Niederstetten;Herrenzimmern;080207
BW;08128082;Niederstetten;Niederstetten;080205
BW;08128082;Niederstetten;Oberstetten;080208
BW;08128082;Niederstetten;Pfitzingen;080209
BW;08128082;Niederstetten;Rinderfeld;080210
BW;08128082;Niederstetten;Rüsselhausen;080211
BW;08128082;Niederstetten;Vorbachzimmern;080212
BW;08128082;Niederstetten;Wermutshausen;080213
BW;08128082;Niederstetten;Wildentierbach;080214
BW;08135027;Niederstotzingen;Niederstotzingen;082620
BW;08135027;Niederstotzingen;Oberstotzingen;082621
BW;08135027;Niederstotzingen;Stetten;082622
BW;08236046;Niefern-Öschelbronn;Niefern;083955
BW;08236046;Niefern-Öschelbronn;Öschelbronn;083956
BW;08125074;Nordheim;Nordhausen;080861
BW;08125074;Nordheim;Nordheim;080860
BW;08317085;Nordrach;Nordrach;084780
BW;08116048;Notzingen;Notzingen;081800
BW;08115037;Nufringen;Nufringen;081630
BW;08417045;Nusplingen;Nusplingen;088080
BW;08226060;Nußloch;Nußloch;083120
BW;08116049;Nürtingen;Hardt;081871
BW;08116049;Nürtingen;Neckarhausen;081872
BW;08116049;Nürtingen;Nürtingen;081870
BW;08116049;Nürtingen;Raidwangen;081873
BW;08116049;Nürtingen;Reudern;081874
BW;08116049;Nürtingen;Zizishausen;081875
BW;08116050;Oberboihingen;Oberboihingen;081865
BW;08215059;Oberderdingen;Flehingen;083491
BW;08215059;Oberderdingen;Oberderdingen;083490
BW;08425088;Oberdischingen;Oberdischingen;088390
BW;08136049;Obergröningen;Obergröningen;082350
BW;08317088;Oberharmersbach;Oberharmersbach;084785
BW;08215107;Oberhausen-Rheinhausen;Oberhausen;083330
BW;08215107;Oberhausen-Rheinhausen;Rheinhausen;083331
BW;08317089;Oberkirch;Bottenau;084631
BW;08317089;Oberkirch;Butschbach;084632
BW;08317089;Oberkirch;Haslach;084633
BW;08317089;Oberkirch;Nußbach;084634
BW;08317089;Oberkirch;Oberkirch;084630
BW;08317089;Oberkirch;Ringelbach;084636
BW;08317089;Oberkirch;Stadelhofen;084637
BW;08317089;Oberkirch;Tiergarten;084638
BW;08317089;Oberkirch;Zusenhofen;084639
BW;08317089;Oberkirch;Ödsbach;084635
BW;08136050;Oberkochen;Oberkochen;082460
BW;08425090;Obermarchtal;Obermarchtal;088490
BW;08425090;Obermarchtal;Reutlingendorf;088491
BW;08325045;Oberndorf am Neckar;Aistaig;085811
BW;08325045;Oberndorf am Neckar;Altoberndorf;085812
BW;08325045;Oberndorf am Neckar;Beffendorf;085813
